data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,55857425,01,51
2024,55857473,01,51
2024,55857709,01,51
2024,55857892,01,51
2024,55857902,01,51
2024,55857991,01,51
2024,55858010,01,51
2024,55857572,01,51
2024,55857667,01,51
2024,55857672,01,51
2024,55857778,01,51
2024,55857900,01,51
2024,55858066,01,51
2024,55857352,01,51
2024,55857357,01,51
2024,55857427,01,51
2024,55857443,01,51
2024,55857547,01,51
2024,55857677,01,51
2024,55857721,01,51
2024,55857828,01,51
2024,55857946,01,51
2024,55857959,01,51
2024,55857972,01,51
2024,55858052,01,51
2024,55857398,01,51
2024,55857428,01,51
2024,55857476,01,51
2024,55857496,01,51
2024,55857507,01,51
2024,55857522,01,51
2024,55857647,01,51
2024,55857712,01,51
2024,55857945,01,51
2024,55857298,01,51
2024,55857317,01,51
2024,55857556,01,51
2024,55857628,01,51
2024,55857639,01,51
2024,55857698,01,51
2024,55857738,01,51
2024,55857869,01,51
2024,55858012,01,51
2024,55858028,01,51
2024,55857275,16,52
2024,55857348,01,51
2024,55857562,01,51
2024,55858011,01,51
2024,55858061,01,51
2024,55857484,01,51
2024,55857536,01,51
2024,55857585,01,51
2024,55857601,12,5
2024,55857614,01,51
2024,55857636,01,51
2024,55857696,01,51
2024,55857775,01,51
2024,55857813,01,51
2024,55857867,01,51
2024,55857908,01,51
2024,55858037,01,51
2024,55857383,01,51
2024,55857542,01,51
2024,55857581,16,52
2024,55857612,01,51
2024,55857665,01,51
2024,55857833,01,51
2024,55857860,01,51
2024,55858017,01,51
2024,55858045,01,51
2024,55857314,01,51
2024,55857349,01,51
2024,55857623,01,51
2024,55857683,01,51
2024,55857914,01,51
2024,55857923,01,51
2024,55857303,01,51
2024,55857381,01,51
2024,55857517,01,51
2024,55857561,01,51
2024,55857788,01,51
2024,55857934,01,51
2024,55857983,01,51
2024,55858021,01,51
2024,55857455,01,51
2024,55857669,01,51
2024,55857741,01,51
2024,55857779,01,51
2024,55857886,01,51
2024,55857912,01,51
2024,55857289,01,51
2024,55857330,01,51
2024,55857392,01,51
2024,55857417,01,51
2024,55857441,01,51
2024,55857545,01,51
2024,55857617,01,51
2024,55857794,01,51
2024,55857418,01,51
2024,55857479,16,52
2024,55857865,01,51
2024,55857890,01,51
2024,55857957,01,51
2024,55857973,01,51
2024,55858077,01,51
2024,55857312,01,51
2024,55857430,01,51
2024,55857474,01,51
2024,55857525,01,51
2024,55857592,01,51
2024,55857610,01,51
2024,55857748,01,51
2024,55857846,01,51
2024,55857871,01,51
2024,55857919,01,51
2024,55857267,01,51
2024,55857280,01,51
2024,55857282,01,51
2024,55857369,01,51
2024,55857405,01,51
2024,55857412,01,51
2024,55857483,01,51
2024,55857495,01,51
2024,55857553,01,51
2024,55857571,01,51
2024,55857611,01,51
2024,55857732,01,51
2024,55857749,01,51
2024,55857822,01,51
2024,55857885,01,51
2024,55857438,01,51
2024,55857492,01,51
2024,55857523,01,51
2024,55857579,01,51
2024,55857609,01,51
2024,55857974,01,51
2024,55857332,01,51
2024,55857337,01,51
2024,55857504,01,51
2024,55857587,01,51
2024,55857634,01,51
2024,55857765,01,51
2024,55857922,01,51
2024,55857975,01,51
2024,55858042,01,51
2024,55857497,01,51
2024,55857503,01,51
2024,55857580,01,51
2024,55857602,01,51
2024,55857777,01,51
2024,55857799,01,51
2024,55857825,01,51
2024,55857844,01,51
2024,55857960,01,51
2024,55857995,01,51
2024,55858008,01,51
2024,55858050,16,52
2024,55857329,01,51
2024,55857343,01,51
2024,55857439,01,51
2024,55857663,01,51
2024,55857693,01,51
2024,55857704,01,51
2024,55857743,01,51
2024,55858034,01,51
2024,55857305,01,51
2024,55857353,01,51
2024,55857379,01,51
2024,55857396,01,51
2024,55857452,01,51
2024,55857482,01,51
2024,55857699,01,51
2024,55857810,01,51
2024,55858074,01,51
2024,55858078,01,51
2024,55857277,01,51
2024,55857629,01,51
2024,55857671,01,51
2024,55857829,01,51
2024,55857913,01,51
2024,55857931,01,51
2024,55858060,01,51
2024,55857607,01,51
2024,55857684,01,51
2024,55857707,01,51
2024,55857987,01,51
2024,55858007,01,51
2024,55857889,01,51
2024,55857980,01,51
2024,55858031,01,51
2024,55857895,01,51
2024,55858001,01,51
2024,55857998,01,51
2024,55858081,01,51
2024,55858027,01,51
2024,55858043,01,51
2024,56181401,01,51
2024,56181428,01,51
2024,56181436,12,5
2024,56181455,01,51
2024,56181410,01,51
2024,56181407,01,51
2024,56181425,01,51
2024,56181422,01,51
2024,56181392,01,51
2024,56181440,12,5
2024,56181454,01,51
2024,52320626,01,51
2024,52320677,01,51
2024,52322446,01,51
2024,52320940,01,51
2024,52321052,01,51
2024,52321091,01,51
2024,52321692,01,51
2024,52320636,01,51
2024,52320780,01,51
2024,52320822,01,51
2024,52320960,01,51
2024,52320974,01,51
2024,52321414,01,51
2024,52321499,01,51
2024,52320927,01,51
2024,52320946,01,51
2024,52320988,01,51
2024,52320961,01,51
2024,52321039,01,51
2024,52320676,01,51
2024,52321836,01,51
2024,52322458,01,51
2024,52322768,01,51
2024,52320675,12,5
2024,52321432,01,51
2024,52320955,01,51
2024,52321238,01,51
2024,52321861,01,51
2024,52322258,01,51
2024,52322272,01,51
2024,52322485,01,51
2024,52321142,01,51
2024,52321682,01,51
2024,52322785,01,51
2024,52322808,01,51
2024,52322812,01,51
2024,52320782,01,51
2024,52320790,01,51
2024,52321076,01,51
2024,52321179,01,51
2024,52321689,01,51
2024,52320959,01,51
2024,52320953,01,51
2024,52320954,01,51
2024,52320966,01,51
2024,52321438,01,51
2024,52321555,01,51
2024,52322696,01,51
2024,52320993,01,51
2024,52320757,01,51
2024,52320981,01,51
2024,52320716,01,51
2024,52321706,01,51
2024,52322331,01,51
2024,52322337,01,51
2024,52321411,01,51
2024,52320914,01,51
2024,52320621,01,51
2024,52321153,01,51
2024,52320609,01,51
2024,52321168,01,51
2024,52321436,01,51
2024,52320942,01,51
2024,52320977,01,51
2024,52321587,01,51
2024,52322262,01,51
2024,52321006,01,51
2024,52322539,16,52
2024,52322555,16,52
2024,52322618,01,51
2024,52321050,01,51
2024,52321690,01,51
2024,52322668,01,51
2024,52320708,01,51
2024,52321023,01,51
2024,52321223,01,51
2024,52321447,01,51
2024,52321456,01,51
2024,52320714,01,51
2024,52320717,01,51
2024,52321359,01,51
2024,52321390,01,51
2024,52321728,01,51
2024,52320957,01,51
2024,52321871,01,51
2024,52320794,01,51
2024,52320994,01,51
2024,52321022,01,51
2024,52321493,01,51
2024,52322270,01,51
2024,52322345,01,51
2024,52323111,01,51
2024,52323124,01,51
2024,52321234,01,51
